epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_3,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_3,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_3,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_3,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_3,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_3,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/bottle,val/AP/bump,val/AP/capacity,val/AP/damage,val/AP/label,val/AP/scratch,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_3,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_3,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_3,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_3,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_3,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_3,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
3,187,33.039894104003906,16.68617057800293,32.6263313293457,33.319149017333984,33.03191375732422,31.81382942199707,3.2025392055511475,8.797051429748535,0.019726615399122238,0.031641121953725815,0.027929937466979027,0.022889086976647377,0.020229987800121307,0.0504898726940155,0.3207795321941376,0.8770177364349365,0.552995502948761,0.4004274606704712,0.3356994688510895,0.5102269053459167,0.10790819674730301,0.12775222957134247,0.12236559391021729,0.11449235677719116,0.10945494472980499,0.16432471573352814,0.033332135528326035,0.037365466356277466,0.03531195595860481,0.033738017082214355,0.033437833189964294,0.04085822030901909,0.07602804899215698,0.08134586364030838,0.07744638621807098,0.07882664352655411,0.07658671587705612,0.08427782356739044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9837499856948853,0.13244058191776276,0.6654337048530579,0.18446467816829681,0.9844642877578735,0.000915583863388747,0.6105659008026123,0.34201955795288086,1.0879478454589844,0.3745928406715393,0.3973941504955292,0.34201955795288086,0.44951140880584717,3.729611396789551,0.6064721345901489,0.4902850091457367,0.6381409168243408,0.587627649307251,0.47139930725097656,8.174970626831055,0.019351370632648468,0.029338613152503967,0.02265545167028904,0.02064630389213562,0.01870955340564251,0.04468904435634613,0.32523003220558167,0.6529099941253662,0.4061215817928314,0.3593117892742157,0.3370618224143982,0.4611887037754059,0.11841557174921036,0.1304967701435089,0.12096358090639114,0.12150339782238007,0.11786630749702454,0.15840700268745422,0.030584666877985,0.03260159492492676,0.030429471284151077,0.0293971449136734,0.030153634026646614,0.035424765199422836,0.07706690579652786,0.08044866472482681,0.07726499438285828,0.07939966022968292,0.07474276423454285,0.08666375279426575,0.6151626110076904,0.49191147089004517,0.48341622948646545,0.6359161734580994,0.6054758429527283,0.6182723641395569,0.5860905647277832,0.46986255049705505
4,234,33.4614372253418,18.428192138671875,33.52659606933594,34.05451965332031,33.4760627746582,32.32579803466797,3.183734893798828,8.38973331451416,0.018117913976311684,0.029869267717003822,0.02522445283830166,0.02069208025932312,0.019137466326355934,0.04815620929002762,0.3133373558521271,0.8353330492973328,0.5238152742385864,0.3760456442832947,0.32252663373947144,0.4841032922267914,0.10310538113117218,0.12390058487653732,0.11638840287923813,0.10867646336555481,0.10654287040233612,0.15801265835762024,0.03168538957834244,0.034874580800533295,0.03309480473399162,0.03211095929145813,0.032039444893598557,0.03757162019610405,0.07348106801509857,0.07885444909334183,0.07486520707607269,0.075199194252491,0.07373890280723572,0.08155021071434021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9813621044158936,0.12555436789989471,0.6942852139472961,0.20147797465324402,0.9842416644096375,0.0010834798449650407,0.6175776124000549,0.36807817220687866,0.9120520949363708,0.41693809628486633,0.37785017490386963,0.3745928406715393,0.4267100989818573,2.7050702571868896,0.6216328740119934,0.5003393888473511,0.6416159272193909,0.5827797055244446,0.4743075966835022,8.046662330627441,0.019921233877539635,0.024993455037474632,0.02252235636115074,0.023018768057227135,0.0215777400881052,0.043244678527116776,0.3182404637336731,0.5535451173782349,0.3985026478767395,0.36068400740623474,0.330353319644928,0.44199138879776,0.11211226135492325,0.12473134696483612,0.11998993903398514,0.12045460939407349,0.11178987473249435,0.15644466876983643,0.030149534344673157,0.031937699764966965,0.029076362028717995,0.02836509793996811,0.02949369139969349,0.03495872765779495,0.07828851789236069,0.08838964998722076,0.08057349920272827,0.07915214449167252,0.07773951441049576,0.08705728501081467,0.6129759550094604,0.4980008006095886,0.5096535086631775,0.6494330763816833,0.6583422422409058,0.5979540944099426,0.5783564448356628,0.4730105400085449
5,281,33.51861572265625,23.93484115600586,33.240692138671875,33.69015884399414,33.53058624267578,32.07978820800781,1.9931950569152832,8.098238945007324,0.01778195984661579,0.029603857547044754,0.023572411388158798,0.02006162330508232,0.01870826631784439,0.04760073497891426,0.3010726869106293,0.8014124631881714,0.4859462380409241,0.34973669052124023,0.3088693618774414,0.4705144166946411,0.09882277995347977,0.1184481531381607,0.10788355767726898,0.10406757891178131,0.1004609689116478,0.1521555781364441,0.03237063065171242,0.03559417277574539,0.03376064449548721,0.032651375979185104,0.03249921649694443,0.038763049989938736,0.07076292484998703,0.07571697980165482,0.07271631062030792,0.07193534076213837,0.07063087821006775,0.07867122441530228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9854220747947693,0.13399146497249603,0.672697126865387,0.1873447746038437,0.9867136478424072,0.011384595185518265,0.6050363183021545,0.361563503742218,0.9934853315353394,0.5895765423774719,0.4299674332141876,0.3583061993122101,0.4397394061088562,3.179856300354004,0.6251369118690491,0.5054603219032288,0.6531162858009338,0.5946836471557617,0.4769550859928131,8.521361351013184,0.01950446330010891,0.028258562088012695,0.024406157433986664,0.022915247827768326,0.018994983285665512,0.05991342291235924,0.32480403780937195,0.6741387844085693,0.4597840905189514,0.37709546089172363,0.32263410091400146,0.47328051924705505,0.11470016837120056,0.13102898001670837,0.12680840492248535,0.12485240399837494,0.11558022350072861,0.18089400231838226,0.03152919188141823,0.031792882829904556,0.030143193900585175,0.029919086024165154,0.030702251940965652,0.036861345171928406,0.08025357872247696,0.08740460872650146,0.0791495069861412,0.08271273225545883,0.08074518293142319,0.08517320454120636,0.6229372620582581,0.496258944272995,0.4962671995162964,0.6419984102249146,0.6199991106987,0.5977919697761536,0.5822458267211914,0.46945542097091675
6,328,33.5625,22.09308433532715,33.24468231201172,33.83244705200195,33.522605895996094,32.29521179199219,2.4038360118865967,8.156275749206543,0.018146954476833344,0.028108231723308563,0.024329351261258125,0.02103252150118351,0.019620444625616074,0.052443280816078186,0.30225032567977905,0.8058555126190186,0.4796518385410309,0.3597758710384369,0.3152315318584442,0.47283944487571716,0.09984586387872696,0.11788169294595718,0.11103571951389313,0.10646991431713104,0.10259018838405609,0.15749084949493408,0.03163108602166176,0.033845700323581696,0.03290589153766632,0.03210316225886345,0.03190493956208229,0.03819175809621811,0.07011707127094269,0.0752655565738678,0.07355805486440659,0.0735301598906517,0.07071152329444885,0.0785631611943245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9827664494514465,0.12615814805030823,0.6887783408164978,0.28893721103668213,0.9844920039176941,0.012571515515446663,0.6294450163841248,0.36482083797454834,1.2508143186569214,0.5765472054481506,0.5635179281234741,0.371335506439209,0.38110747933387756,3.28987455368042,0.6352947354316711,0.5110651254653931,0.6630356907844543,0.6015501022338867,0.4770469665527344,8.34898853302002,0.01808498613536358,0.030858978629112244,0.029440274462103844,0.024572601541876793,0.020379651337862015,0.04342334717512131,0.3248124122619629,0.6254571676254272,0.44661960005760193,0.42890578508377075,0.3385833203792572,0.43597567081451416,0.11150319129228592,0.13451053202152252,0.12941695749759674,0.12117024511098862,0.11572539061307907,0.158615380525589,0.030411412939429283,0.0322239063680172,0.03286520019173622,0.0315169021487236,0.030216509476304054,0.03730439022183418,0.07715653628110886,0.08275064080953598,0.08025427162647247,0.08053046464920044,0.07611240446567535,0.08324775844812393,0.654967188835144,0.5139505863189697,0.5174181461334229,0.6363385915756226,0.6436565518379211,0.6215474605560303,0.5995059013366699,0.47279873490333557
7,375,33.92686080932617,22.01329803466797,33.0,34.666221618652344,33.95079803466797,32.29388427734375,2.0645816326141357,8.083273887634277,0.016397370025515556,0.028583455830812454,0.026415277272462845,0.02142288163304329,0.018254831433296204,0.04878959804773331,0.3019329011440277,0.815330982208252,0.5288144946098328,0.3976749777793884,0.3192274570465088,0.45161673426628113,0.09768062829971313,0.11866696178913116,0.11301257461309433,0.10582657158374786,0.10134262591600418,0.15351183712482452,0.030132677406072617,0.033330243080854416,0.0322008952498436,0.030963294208049774,0.03004353865981102,0.03702431172132492,0.06788976490497589,0.07363343983888626,0.06993429362773895,0.06832526624202728,0.06784086674451828,0.07653747498989105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9843254685401917,0.1616135686635971,0.6983150243759155,0.2895108163356781,0.9858829975128174,0.011216024868190289,0.6223837733268738,0.361563503742218,1.276872992515564,0.5016286373138428,0.4299674332141876,0.36807817220687866,0.42019543051719666,2.823758602142334,0.6588678359985352,0.5229609608650208,0.6597169637680054,0.6109209656715393,0.48185479640960693,7.9074625968933105,0.02059571072459221,0.026924854144454002,0.024036383256316185,0.021697236225008965,0.02050013095140457,0.03726140037178993,0.31454595923423767,0.6073074340820312,0.4004037082195282,0.3982844054698944,0.3351469933986664,0.43632856011390686,0.11367268860340118,0.12509126961231232,0.12231810390949249,0.11501031368970871,0.11273682862520218,0.15012434124946594,0.02822747640311718,0.029332127422094345,0.02823091298341751,0.028566258028149605,0.029852373525500298,0.03446514531970024,0.07138527929782867,0.07702065259218216,0.07906495779752731,0.07424543052911758,0.07504308223724365,0.08105813711881638,0.6505239605903625,0.5218106508255005,0.5363340377807617,0.6738974452018738,0.6131317019462585,0.637112021446228,0.611156702041626,0.4837642312049866
8,422,33.51462936401367,24.23271369934082,32.80984115600586,34.083778381347656,33.6888313293457,32.88298034667969,1.9696977138519287,7.978692054748535,0.01703077368438244,0.030747147276997566,0.02865087240934372,0.023542599752545357,0.01914435625076294,0.04321102797985077,0.29713302850723267,0.7621845602989197,0.4982563257217407,0.40279296040534973,0.3154526650905609,0.4397207498550415,0.09706302732229233,0.12074213474988937,0.11639932543039322,0.1083344891667366,0.10089753568172455,0.14624443650245667,0.030467599630355835,0.033564697951078415,0.03216275945305824,0.03124517761170864,0.030741848051548004,0.03547440841794014,0.06596823781728745,0.07337339967489243,0.07027039676904678,0.06860709190368652,0.06828877329826355,0.07426707446575165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9852756261825562,0.1581752449274063,0.6440978050231934,0.3425893187522888,0.986643373966217,0.011764595285058022,0.6520059108734131,0.3224755823612213,1.1726384162902832,0.43322476744651794,0.4267100989818573,0.36482083797454834,0.3843648135662079,2.1151669025421143,0.6698706746101379,0.5296214818954468,0.6720744967460632,0.6252584457397461,0.4912472665309906,8.052970886230469,0.017898079007864,0.026896052062511444,0.023548077791929245,0.021936604753136635,0.019339391961693764,0.0334143228828907,0.3143983483314514,0.5925412178039551,0.40360063314437866,0.39312052726745605,0.33707645535469055,0.42784908413887024,0.11658225208520889,0.13163605332374573,0.12075482308864594,0.12346332520246506,0.11965938657522202,0.1466735452413559,0.030132750049233437,0.031610649079084396,0.02919016033411026,0.029905416071414948,0.029376398772001266,0.03528958559036255,0.07867122441530228,0.08599299937486649,0.07637139409780502,0.0812363475561142,0.07851386070251465,0.08404569327831268,0.6701732873916626,0.5214243531227112,0.528424084186554,0.6498280763626099,0.6511865258216858,0.6556941270828247,0.6310358047485352,0.4901648461818695
9,469,34.240692138671875,26.337766647338867,33.07845687866211,34.82579803466797,34.23404312133789,33.22340393066406,1.828408122062683,7.893021583557129,0.016562171280384064,0.03018924593925476,0.027923041954636574,0.02252030558884144,0.0177800040692091,0.04023854807019234,0.29579415917396545,0.7619115710258484,0.4780326187610626,0.38261809945106506,0.3118111193180084,0.42781805992126465,0.09813446551561356,0.11992949992418289,0.11634007096290588,0.10782518982887268,0.10058736801147461,0.14343737065792084,0.029705476015806198,0.032345324754714966,0.03123602643609047,0.030026322230696678,0.02974698133766651,0.035452768206596375,0.06686535477638245,0.07493100315332413,0.07172059267759323,0.06957941502332687,0.06855937838554382,0.07712455838918686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9811564683914185,0.14313450455665588,0.6816184520721436,0.3151645064353943,0.9838851094245911,0.013503779657185078,0.6347439289093018,0.319218248128891,1.3811074495315552,0.7198697328567505,0.423452764749527,0.3452768623828888,0.4104234576225281,2.9042017459869385,0.6630815267562866,0.5315406322479248,0.6749871373176575,0.6290457248687744,0.491084486246109,8.107169151306152,0.017960617318749428,0.02675691433250904,0.023421134799718857,0.01919057033956051,0.019236158579587936,0.04298996552824974,0.3136889934539795,0.6930689811706543,0.46386784315109253,0.3878253996372223,0.32369527220726013,0.45468729734420776,0.11160300672054291,0.13001082837581635,0.1216701790690422,0.11613291501998901,0.11644058674573898,0.15820486843585968,0.028656531125307083,0.02980200946331024,0.028597980737686157,0.027776293456554413,0.028277169913053513,0.032865945249795914,0.07358368486166,0.08389779925346375,0.0796477198600769,0.07313087582588196,0.07542064785957336,0.0812302976846695,0.6638443470001221,0.519743800163269,0.5265753269195557,0.6678056716918945,0.6449811458587646,0.6287844181060791,0.6153683662414551,0.48946043848991394
10,516,33.925533294677734,20.04654312133789,31.441490173339844,33.99468231201172,34.00798034667969,32.816490173339844,1.6503279209136963,8.0523099899292,0.01658996380865574,0.03152059391140938,0.027459822595119476,0.020888902246952057,0.017895419150590897,0.04676709324121475,0.291302353143692,0.8189541697502136,0.5274826884269714,0.38677841424942017,0.3074854016304016,0.46293899416923523,0.09551053494215012,0.12034421414136887,0.11202302575111389,0.10318579524755478,0.09846822917461395,0.14964301884174347,0.03125891461968422,0.03284016624093056,0.03176777809858322,0.03117198869585991,0.03122078813612461,0.035853248089551926,0.06689690798521042,0.0741833746433258,0.06956932693719864,0.06925232708454132,0.06781577318906784,0.0768512710928917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
